Country,YEAR,GDP,Inflation,CPI
Andorra,2010,,,
Arab World,2010,14784.3732,3.911061955,
United Arab Emirates,2010,64889.9679,0.877983288,100
Argentina,2010,18063.9143,,
Armenia,2010,7507.14477,8.176361385,100
American Samoa,2010,,,
Antigua and Barbuda,2010,20613.7052,3.370025402,100
Australia,2010,39336.6635,2.918340027,100
Austria,2010,42009.4385,1.81353439,100
Azerbaijan,2010,14678.7737,5.726872247,100
Burundi,2010,663.127191,6.493265915,100
Belgium,2010,39840.0882,2.189299204,100
Benin,2010,2364.3788,2.207835325,100
Burkina Faso,2010,1502.26871,-0.76423073,100
Bangladesh,2010,2439.337,8.126676392,100
Bulgaria,2010,14956.4872,2.438990605,100
Bahrain,2010,46878.0861,1.961884683,100
"Bahamas, The",2010,31093.9899,1.344027384,100
Bosnia and Herzegovina,2010,9348.26458,1.996212367,100
Belarus,2010,15361.8317,7.735748043,100
Belize,2010,7619.45231,,
Bermuda,2010,70627.8222,,
Bolivia,2010,5167.67674,2.503276058,100
Brazil,2010,14301.1227,5.038726901,100
Barbados,2010,16132.6236,5.824218533,100
Brunei Darussalam,2010,80288.8249,0.356869132,100
Bhutan,2010,6694.24967,7.036383161,100
Botswana,2010,12863.9013,6.948876587,100
Central African Republic,2010,959.026223,1.4910237,100
Canada,2010,40099.4482,1.776871541,100
Central Europe and the Baltics,2010,20809.0666,1.801170221,
Switzerland,2010,54858.4481,0.688238707,100
Channel Islands,2010,,,
Chile,2010,18042.7904,1.41071108,100
China,2010,9254.7796,3.175324753,100
Cote d'Ivoire,2010,3680.00428,1.226456121,100
Cameroon,2010,2817.10621,1.275380462,100
"Congo, Dem. Rep.",2010,633.982624,7.1,100
"Congo, Rep.",2010,5350.41602,0.391525011,100
Colombia,2010,10732.8223,2.271183264,100
Comoros,2010,2252.1801,3.354757703,100
Cabo Verde,2010,5693.17313,2.078664709,100
Costa Rica,2010,12865.2597,5.662757084,100
Caribbean small states,2010,14780.5085,3.403267231,
Cuba,2010,,,
Curacao,2010,25953.0968,2.779442613,100
Cayman Islands,2010,63305.117,0.276140862,100
Cyprus,2010,33423.5,2.430040841,100
Czech Republic,2010,27881.968,1.472727273,100
Germany,2010,38952.6946,1.103809161,100
Djibouti,2010,,3.950078759,100
Dominica,2010,10018.86,2.999366305,100
Denmark,2010,43003.0546,2.31092437,100
Dominican Republic,2010,11411.6043,6.329932201,100
Algeria,2010,13096.8847,3.911061955,100
East Asia & Pacific (excluding high income),2010,8743.26418,3.611962344,
Early-demographic dividend,2010,6996.91847,4.453325375,
East Asia & Pacific,2010,11787.6553,3.05730564,
Europe & Central Asia (excluding high income),2010,15354.519,6.647353355,
Europe & Central Asia,2010,26189.2087,2.424473618,
Ecuador,2010,9091.30655,3.554377346,100
"Egypt, Arab Rep.",2010,9523.55304,11.26518827,100
Euro area,2010,35773.7314,1.525516021,
Eritrea,2010,1485.36031,,
Spain,2010,31682.7131,1.799864577,100
Estonia,2010,21619.4545,2.97204512,100
Ethiopia,2010,1028.43649,8.14926403,100
European Union,2010,32865.6758,1.531122704,
Fragile and conflict affected situations,2010,4201.92147,3.480507637,
Finland,2010,38956.4722,1.184135232,100
Fiji,2010,7914.96848,3.689012297,100
France,2010,35902.9031,1.531122704,100
Faroe Islands,2010,,,
"Micronesia, Fed. Sts.",2010,3265.89198,3.313709631,100
Gabon,2010,14838.6435,1.461544027,100
United Kingdom,2010,36576.5865,2.492654725,100
Georgia,2010,7564.89226,7.110178975,100
Ghana,2010,2974.15942,10.73338984,100
Gibraltar,2010,,,
Guinea,2010,1653.90072,15.46198107,100
"Gambia, The",2010,2435.15409,5.049680759,100
Guinea-Bissau,2010,1339.12783,2.517851402,100
Equatorial Guinea,2010,32969.4784,7.78916548,100
Greece,2010,27913.0892,4.712989078,100
Grenada,2010,10864.6719,3.436509059,100
Greenland,2010,,,
Guatemala,2010,6618.91603,3.859509098,100
Guam,2010,,,
Guyana,2010,9320.41403,3.733377577,100
High income,2010,39198.2981,1.961884683,
"Hong Kong SAR, China",2010,49190.62,2.292890886,100
Honduras,2010,3778.87613,4.69889065,100
Heavily indebted poor countries (HIPC),2010,1983.81064,4.69889065,
Croatia,2010,19967.2137,1.030555053,100
Haiti,2010,2654.97851,4.827341901,100
Hungary,2010,21751.8338,4.855557957,100
IBRD only,2010,9327.6092,4.332982072,
IDA & IBRD total,2010,7794.07864,4.089729895,
IDA total,2010,2825.88109,3.976552885,
IDA blend,2010,4253.16741,3.343426576,
Indonesia,2010,8506.68056,5.134204008,100
IDA only,2010,2111.68737,4.69889065,
Isle of Man,2010,,,
India,2010,4237.20879,11.98938992,100
Not classified,2010,,,
Ireland,2010,43203.1201,-0.92209583,100
"Iran, Islamic Rep.",2010,18749.337,10.08936293,100
Iraq,2010,12718.4112,2.877747253,100
Iceland,2010,39775.2971,5.396731132,100
Israel,2010,28840.0454,2.716640575,100
Italy,2010,35158.4418,1.525516021,100
Jamaica,2010,7901.06551,12.610552,100
Jordan,2010,9461.32843,4.845518759,100
Japan,2010,35335.3735,-0.72824321,100
Kazakhstan,2010,19227.1844,7.400463567,100
Kenya,2010,2607.43031,3.961388891,100
Kyrgyz Republic,2010,3085.99019,7.967722256,100
Cambodia,2010,2427.51058,3.996395281,100
Kiribati,2010,1703.56506,-3.89955041,100
St. Kitts and Nevis,2010,22641.6333,0.85087865,100
"Korea, Rep.",2010,31736.6284,2.939286527,100
Kuwait,2010,73974.0789,4.496402878,100
Latin America & Caribbean (excluding high income),2010,12871.3847,3.859509098,
Lao PDR,2010,3823.04435,5.982545216,100
Lebanon,2010,14963.3751,3.983479419,100
Liberia,2010,1022.1685,7.289927969,100
Libya,2010,31693.8864,2.799895001,100
St. Lucia,2010,12414.2382,3.250344092,100
Latin America & Caribbean,2010,13267.9336,3.522833036,
Least developed countries: UN classification,2010,2151.30511,5.982545216,
Low income,2010,1619.95042,5.049680759,
Liechtenstein,2010,,,
Sri Lanka,2010,8195.16753,6.217648893,100
Lower middle income,2010,5285.24019,4.69889065,
Low & middle income,2010,7556.30835,4.156727227,
Lesotho,2010,2153.39103,3.461525866,100
Late-demographic dividend,2010,11598.4785,3.297779613,
Lithuania,2010,20096.7361,1.319213621,100
Luxembourg,2010,90361.7831,2.273679116,100
Latvia,2010,17706.8945,-1.08463595,100
"Macao SAR, China",2010,99592.0522,2.809472421,100
St. Martin (French part),2010,,,
Morocco,2010,6332.81982,0.993557401,100
Monaco,2010,,,
Moldova,2010,6396.79041,7.483850864,100
Madagascar,2010,1535.05938,9.247321736,100
Maldives,2010,12713.7368,6.149885368,100
Middle East & North Africa,2010,17266.1873,3.749157276,
Mexico,2010,15255.0191,4.156727227,100
Marshall Islands,2010,3208.36378,,
Middle income,2010,8162.56281,4.043062588,
North Macedonia,2010,11361.0094,1.50997522,100
Mali,2010,1787.35759,1.108926907,100
Malta,2010,28722.7022,1.515635136,100
Myanmar,2010,2960.56572,7.718381959,100
Middle East & North Africa (excluding high income),2010,11431.1034,3.950078759,
Montenegro,2010,13636.0151,0.65494657,100
Mongolia,2010,7582.37778,10.04620659,100
Northern Mariana Islands,2010,,,
Mozambique,2010,959.042579,12.42554217,100
Mauritania,2010,4092.5274,6.283540874,100
Mauritius,2010,15700.2431,2.932363014,100
Malawi,2010,1450.04291,7.411590929,100
Malaysia,2010,20511.0057,1.622852356,100
North America,2010,47808.0293,1.708457492,
Namibia,2010,8500.45137,4.874919876,100
New Caledonia,2010,,,100
Niger,2010,1062.80641,0.804073081,100
Nigeria,2010,4703.72041,13.72020184,100
Nicaragua,2010,3981.50678,5.455134259,100
Netherlands,2010,45043.9042,1.275305696,100
Norway,2010,57919.652,2.418906395,100
Nepal,2010,2164.95165,9.326504107,100
Nauru,2010,5969.00648,,100
New Zealand,2010,31222.4545,2.30202386,100
OECD members,2010,34475.9717,1.807352306,
Oman,2010,50462.3895,3.256579591,100
Other small states,2010,22430.8699,3.163401412,
Pakistan,2010,4379.05882,12.93887056,100
Panama,2010,15155.1972,3.491288726,100
Peru,2010,9731.48777,1.528320597,100
Philippines,2010,5626.89792,3.789836348,100
Palau,2010,13589.2537,1.442190174,100
Papua New Guinea,2010,3040.11738,6.013608936,100
Poland,2010,21072.5266,2.580693703,100
Pre-demographic dividend,2010,3237.49654,3.976552885,
Puerto Rico,2010,30928.7909,,
"Korea, Dem. People's Rep.",2010,,,
Portugal,2010,27261.9535,1.402572899,100
Paraguay,2010,10002.6268,4.651162791,100
West Bank and Gaza,2010,4120.27109,3.749157276,100
Pacific island small states,2010,5016.80094,2.102442434,
Post-demographic dividend,2010,38044.914,1.996212367,
French Polynesia,2010,,,
Qatar,2010,132062.462,-2.42525675,100
Romania,2010,16976.2591,6.091416686,100
Russian Federation,2010,20490.127,6.849392303,100
Rwanda,2010,1349.66726,-0.24612869,100
South Asia,2010,4063.54152,7.581529776,
Saudi Arabia,2010,51535.468,5.339416806,100
Sudan,2010,3900.69653,12.97766639,100
Senegal,2010,2653.1516,1.228681197,100
Singapore,2010,75389.7682,2.823661349,100
Solomon Islands,2010,2177.33233,1.051481633,100
Sierra Leone,2010,1134.21252,7.193536131,100
El Salvador,2010,6127.64505,1.179335769,100
San Marino,2010,62784.4145,2.585418156,100
Somalia,2010,,,
Serbia,2010,12798.2721,6.142553602,100
Sub-Saharan Africa (excluding high income),2010,3342.58472,4.089729895,
South Sudan,2010,3021.27917,1.169621803,100
Sub-Saharan Africa,2010,3344.242,4.03314139,
Small states,2010,19824.2846,3.282026862,
Sao Tome and Principe,2010,2877.1906,13.34005235,100
Suriname,2010,13550.0184,6.941082216,100
Slovak Republic,2010,25302.2327,0.957018133,100
Slovenia,2010,27826.8723,1.801170221,100
Sweden,2010,42223.9197,1.157988027,100
Eswatini,2010,7772.18335,4.509236918,100
Sint Maarten (Dutch part),2010,34236.1077,1.338576217,100
Seychelles,2010,19389.9879,-2.40463875,100
Syrian Arab Republic,2010,,4.397413832,100
Turks and Caicos Islands,2010,,,
Chad,2010,1819.89455,-2.07786575,100
East Asia & Pacific (IDA & IBRD countries),2010,8842.81038,3.611962344,
Europe & Central Asia (IDA & IBRD countries),2010,15968.0036,6.142553602,
Togo,2010,1144.45785,1.445945174,100
Thailand,2010,13196.8176,3.247588424,100
Tajikistan,2010,2328.71276,6.445314408,100
Turkmenistan,2010,9811.68751,,
Latin America & the Caribbean (IDA & IBRD countries),2010,13180.1258,3.796443338,
Timor-Leste,2010,1939.06551,6.765976802,100
Middle East & North Africa (IDA & IBRD countries),2010,11516.8788,3.966779089,
Tonga,2010,4611.013,3.534912392,100
South Asia (IDA & IBRD),2010,4063.54152,7.581529776,
Sub-Saharan Africa (IDA & IBRD countries),2010,3344.242,4.03314139,
Trinidad and Tobago,2010,30532.2398,10.54920032,100
Tunisia,2010,10683.3097,3.338979636,100
Turkiye,2010,17542.1975,8.566444206,100
Tuvalu,2010,2984.39517,,100
Tanzania,2010,2088.32666,6.200155956,100
Uganda,2010,2088.85095,3.976552885,100
Ukraine,2010,8559.92969,9.372931051,100
Upper middle income,2010,11716.508,3.733377577,
Uruguay,2010,16818.9226,6.69870887,100
United States,2010,48650.6431,1.640043442,100
Uzbekistan,2010,5469.98074,,
St. Vincent and the Grenadines,2010,10725.5193,0.747109026,100
"Venezuela, RB",2010,16742.2034,28.18746471,100
British Virgin Islands,2010,,,
Virgin Islands (U.S.),2010,,,
Vietnam,2010,5357.24304,9.207466488,100
Vanuatu,2010,2756.63036,2.762694695,100
World,2010,12948.6925,3.354757703,
Samoa,2010,5361.70235,0.777007269,100
Kosovo,2010,7230.99772,3.480507637,100
"Yemen, Rep.",2010,4162.54489,11.17483386,100
South Africa,2010,12913.5405,4.089729895,100
Zambia,2010,3179.2208,8.501761334,100
Zimbabwe,2010,1831.02803,3.022670025,100
Aruba,2011,35513.0812,4.316297422,104.316297
Africa Eastern and Southern,2011,3323.27341,8.97120641,
Afghanistan,2011,1699.48811,11.80418581,111.804186
Africa Western and Central,2011,3675.39244,4.018699075,
Angola,2011,6710.75073,13.48246792,113.482468
Albania,2011,10207.7676,3.429123247,103.429123
Andorra,2011,,,
Arab World,2011,15288.3419,4.753163889,
United Arab Emirates,2011,67686.3906,0.877346596,100.877347
Argentina,2011,19322.2271,,
Armenia,2011,8025.45848,7.650008079,107.650008
American Samoa,2011,,,
Antigua and Barbuda,2011,20347.8685,3.456749672,103.45675
Australia,2011,42003.1581,3.303850156,103.30385
Austria,2011,44452.7327,3.286579149,103.286579
Azerbaijan,2011,14804.5745,7.858333333,107.858333
Burundi,2011,681.971621,9.59216606,109.592166
Belgium,2011,40942.3727,3.532082107,103.532082
Benin,2011,2416.32736,2.704239077,102.704239
Burkina Faso,2011,1586.57116,2.759767249,102.759767
Bangladesh,2011,2620.83379,11.39516516,111.395165
Bulgaria,2011,15747.0854,4.219903466,104.219903
Bahrain,2011,47377.4983,-0.4000407,99.5999593
"Bahamas, The",2011,31522.0202,3.198781417,103.198781
Bosnia and Herzegovina,2011,9976.49078,3.67125,103.67125
Belarus,2011,16563.2014,53.22869831,153.228698
Belize,2011,7716.52108,,
Bermuda,2011,69998.8434,,
Bolivia,2011,5460.25706,9.884464198,109.884464
Brazil,2011,15040.0611,6.636449622,106.63645
Barbados,2011,16305.0807,9.432202402,109.432202
Brunei Darussalam,2011,83935.2257,0.137911563,100.137912
Bhutan,2011,7295.85333,8.848985699,108.848986
Botswana,2011,13729.8593,8.459872334,108.459872
Central African Republic,2011,1012.6574,1.194475724,101.194476
Canada,2011,41666.7076,2.912135089,102.912135
Central Europe and the Baltics,2011,22187.3911,4.130275626,
Switzerland,2011,57987.502,0.231349208,100.231349
Channel Islands,2011,,,
Chile,2011,20259.7294,3.341216943,103.341217
China,2011,10292.9405,5.553898923,105.553899
Cote d'Ivoire,2011,3470.92983,4.912433951,104.912434
Cameroon,2011,2892.44839,2.939699463,102.939699
"Congo, Dem. Rep.",2011,668.940881,15.31651591,115.316516
"Congo, Rep.",2011,5428.24154,1.759587043,101.759587
Colombia,2011,11604.1023,3.417589591,103.41759
Comoros,2011,2337.02762,1.842663008,101.842663
Cabo Verde,2011,5966.848,4.473883422,104.473883
Costa Rica,2011,13545.9318,4.87799831,104.877998
Caribbean small states,2011,15161.346,4.217242655,
Cuba,2011,,,
Curacao,2011,26278.5653,2.332531526,102.332532
Cayman Islands,2011,64014.7428,1.325435758,101.325436
Cyprus,2011,33313.5781,3.289449396,103.289449
Czech Republic,2011,29001.368,1.917219136,101.917219
Germany,2011,42541.5311,2.075174525,102.075175
Djibouti,2011,,5.068713948,105.068714
Dominica,2011,10199.1242,1.131231365,101.131231
Denmark,2011,44403.3848,2.758682261,102.758682
Dominican Republic,2011,11869.1231,5.796768092,105.796768
Algeria,2011,13500.0448,4.524211505,104.524212
East Asia & Pacific (excluding high income),2011,9589.02361,5.235415915,
Early-demographic dividend,2011,7409.3026,5.81149209,
East Asia & Pacific,2011,12679.2452,5.021460146,
Europe & Central Asia (excluding high income),2011,16947.8431,7.772792183,
Europe & Central Asia,2011,27743.1349,3.763681223,
Ecuador,2011,9857.52052,4.474532658,104.474533
"Egypt, Arab Rep.",2011,9686.04626,10.06492599,110.064926
Euro area,2011,37425.3719,3.289449396,
Eritrea,2011,1625.50767,,
Spain,2011,31867.9732,3.196101888,103.196102
Estonia,2011,24557.2361,4.981901315,104.981901
Ethiopia,2011,1134.78451,33.24995988,133.24996
European Union,2011,34467.2674,3.289449396,
Fragile and conflict affected situations,2011,4232.10868,5.442024705,
Finland,2011,40916.8386,3.416807543,103.416808
Fiji,2011,8263.04546,7.278117827,107.278118
France,2011,37440.6335,2.111597952,102.111598
Faroe Islands,2011,,,
"Micronesia, Fed. Sts.",2011,3422.35585,5.082594039,105.082594
Gabon,2011,15638.7472,1.263317078,101.263317
United Kingdom,2011,37379.291,3.856112447,103.856112
Georgia,2011,8360.29721,8.542933333,108.542933
Ghana,2011,3379.4846,8.728459371,108.728459
Gibraltar,2011,,,
Guinea,2011,1743.94911,21.35046642,121.350466
"Gambia, The",2011,2215.7571,4.795882662,104.795883
Guinea-Bissau,2011,1439.28343,5.046102263,105.046102
Equatorial Guinea,2011,34279.977,4.805389222,104.805389
Greece,2011,25671.5161,3.329853234,103.329853
Grenada,2011,11116.7479,3.033472803,103.033473
Greenland,2011,,,
Guatemala,2011,6910.8765,6.214123931,106.214124
Guam,2011,,,
Guyana,2011,9987.42143,4.977735637,104.977736
High income,2011,40837.0834,3.329853234,
"Hong Kong SAR, China",2011,52277.4664,5.30524893,105.305249
Honduras,2011,3928.26854,6.762279573,106.76228
Heavily indebted poor countries (HIPC),2011,2050.49728,6.429396811,
Croatia,2011,21014.7388,2.272727273,102.272727
Haiti,2011,2805.72729,6.332794838,106.332795
Hungary,2011,23038.808,3.929920989,103.929921
IBRD only,2011,10044.972,5.789253288,
IDA & IBRD total,2011,8352.42245,5.796768092,
IDA total,2011,2938.21769,6.301773934,
IDA blend,2011,4423.13453,3.953481869,
Indonesia,2011,9095.74172,5.35604779,105.356048
IDA only,2011,2193.52846,6.595838192,
Isle of Man,2011,,,
India,2011,4493.66947,8.911793365,108.911793
Not classified,2011,,,
Ireland,2011,45080.1887,2.557188832,102.557189
"Iran, Islamic Rep.",2011,19415.614,26.29338567,126.293386
Iraq,2011,13515.5459,5.801455371,105.801455
Iceland,2011,40936.8678,4.001026643,104.001027
Israel,2011,30636.3524,3.478572709,103.478573
Italy,2011,36598.015,2.780632729,102.780633
Jamaica,2011,8159.87616,7.555856466,107.555856
Jordan,2011,9402.6162,4.162441629,104.162442
Japan,2011,36214.4398,-0.27245562,99.7275444
Kazakhstan,2011,20779.4443,8.424887619,108.424888
Kenya,2011,2723.54645,14.02249396,114.022494
Kyrgyz Republic,2011,3297.36684,16.63632627,116.636326
Cambodia,2011,2611.30635,5.478447496,105.478447
Kiribati,2011,1739.11312,1.497409799,101.49741
St. Kitts and Nevis,2011,23280.9917,5.835165196,105.835165
"Korea, Rep.",2011,32546.7537,4.025965004,104.025965
Kuwait,2011,78178.2204,4.839403499,104.839403
Latin America & Caribbean (excluding high income),2011,13712.4766,5.128923767,
Lao PDR,2011,4150.82613,7.568988561,107.568989
Lebanon,2011,14669.4158,4.971485717,104.971486
Liberia,2011,1093.54032,8.488167518,108.488168
Libya,2011,15938.6824,15.51848153,115.518482
St. Lucia,2011,13256.9264,2.769407941,102.769408
Latin America & Caribbean,2011,14139.9931,5.042434265,
Least developed countries: UN classification,2011,2227.9778,7.065450752,
Low income,2011,1635.39652,7.622822628,
Liechtenstein,2011,,,
Sri Lanka,2011,9007.7342,6.716768436,106.716768
Lower middle income,2011,5565.67988,6.107427146,
Low & middle income,2011,8099.22444,5.954441258,
Lesotho,2011,2290.1287,5.036630521,105.036631
Late-demographic dividend,2011,12665.5362,4.370735599,
Lithuania,2011,22884.825,4.130275626,104.130276
Luxembourg,2011,94475.0302,3.410683411,103.410683
Latvia,2011,19248.4194,4.370735599,104.370736
"Macao SAR, China",2011,120804.824,5.806246167,105.806246
St. Martin (French part),2011,,,
Morocco,2011,6712.32324,0.90692491,100.906925
Monaco,2011,,,
Moldova,2011,6913.60226,7.687251034,107.687251
Madagascar,2011,1548.32742,9.482540486,109.48254
Maldives,2011,13542.9987,11.27341461,111.273415
Middle East & North Africa,2011,17904.3945,4.524211505,
Mexico,2011,16520.2592,3.407378246,103.407378
Marshall Islands,2011,3245.58466,,
Middle income,2011,8768.65698,5.686319596,
North Macedonia,2011,11689.9058,3.904754221,103.904754
Mali,2011,1826.64756,2.955643952,102.955644
Malta,2011,28973.2709,2.962985282,102.962985
Myanmar,2011,3224.50102,5.021460146,105.02146
Middle East & North Africa (excluding high income),2011,11443.1584,4.971485717,
Montenegro,2011,14472.4848,3.450143112,103.450143
Mongolia,2011,8912.87339,8.411214953,108.411215
Northern Mariana Islands,2011,,,
Mozambique,2011,1023.06508,11.16660561,111.166606
Mauritania,2011,4225.57126,5.686319596,105.68632
Mauritius,2011,16653.2438,6.522492549,106.522493
Malawi,2011,1508.19213,7.622822628,107.622823
Malaysia,2011,21704.7443,3.174470922,103.174471
North America,2011,49236.0577,3.034488329,
Namibia,2011,8958.93231,5.005595181,105.005595
New Caledonia,2011,,2.428996938,102.428997
Niger,2011,1068.24485,2.94238514,102.942385
Nigeria,2011,4922.70234,10.84002754,110.840028
Nicaragua,2011,4263.17723,8.082387981,108.082388
Netherlands,2011,46599.021,2.341070178,102.34107
Norway,2011,62076.7407,1.284951588,101.284952
Nepal,2011,2283.18558,9.227075461,109.227075
Nauru,2011,6662.3895,0.3003003,100.3003
New Zealand,2011,32701.3786,4.027906674,104.027907
OECD members,2011,35912.7168,3.374297594,
Oman,2011,49583.7438,4.042188671,104.042189
Other small states,2011,24192.1683,4.800635942,
Pakistan,2011,4494.80931,11.91609271,111.916093
Panama,2011,16923.9465,5.875802437,105.875802
Peru,2011,10476.7963,3.369310953,103.369311
Philippines,2011,5865.34355,4.718417047,104.718417
Palau,2011,14970.4991,4.674698795,104.674699
Papua New Guinea,2011,3069.75974,4.44083401,104.440834
Poland,2011,22827.6981,4.239401496,104.239401
Pre-demographic dividend,2011,3349.39283,6.429396811,
Puerto Rico,2011,31824.1548,,
"Korea, Dem. People's Rep.",2011,,,
Portugal,2011,26769.5119,3.653011004,103.653011
Paraguay,2011,10503.5959,8.253968254,108.253968
West Bank and Gaza,2011,4494.73132,2.877243585,102.877244
Pacific island small states,2011,5240.56821,4.878646417,
Post-demographic dividend,2011,39486.3853,3.329853234,
French Polynesia,2011,,,
Qatar,2011,139358.965,1.138366235,101.138366
Romania,2011,17896.2759,5.789253288,105.789253
Russian Federation,2011,22798.6738,8.440464859,108.440465
Rwanda,2011,1450.65147,3.080170692,103.080171
South Asia,2011,4297.57535,10.25024503,
Saudi Arabia,2011,56133.1442,5.826216088,105.826216
Sudan,2011,4216.37354,18.09661712,118.096617
Senegal,2011,2669.51709,3.403228298,103.403228
Singapore,2011,80052.3915,5.247793398,105.247793
Solomon Islands,2011,2323.93524,7.34270706,107.342707
Sierra Leone,2011,1203.21064,6.788194444,106.788194
El Salvador,2011,6465.80849,5.128923767,105.128924
San Marino,2011,57954.4297,2.899795843,102.899796
Somalia,2011,,,
Serbia,2011,13746.925,11.13739763,111.137398
Sub-Saharan Africa (excluding high income),2011,3462.88334,5.686319596,
South Sudan,2011,2844.517,46.85217572,146.852176
Sub-Saharan Africa,2011,3464.69055,5.366210929,
Small states,2011,21244.0619,4.800635942,
Sao Tome and Principe,2011,2997.20127,14.32716676,114.327167
Suriname,2011,14475.0726,17.71177964,117.71178
Slovak Republic,2011,26145.8894,3.919285991,103.919286
Slovenia,2011,28931.3833,1.802851719,101.802852
Sweden,2011,44608.5803,2.961150738,102.961151
Eswatini,2011,8057.5638,6.107427146,106.107427
Sint Maarten (Dutch part),2011,37233.9684,4.584754357,104.584754
Seychelles,2011,21922.7395,2.559267722,102.559268
Syrian Arab Republic,2011,,4.753163889,104.753164
Turks and Caicos Islands,2011,21235.743,,
Chad,2011,1797.7498,2.029240537,102.029241
East Asia & Pacific (IDA & IBRD countries),2011,9697.88585,5.159004977,
Europe & Central Asia (IDA & IBRD countries),2011,17535.9722,7.650008079,
Togo,2011,1210.14285,3.563514729,103.563515
Thailand,2011,13519.129,3.808790581,103.808791
Tajikistan,2011,2496.5822,12.43154904,112.431549
Turkmenistan,2011,11294.9681,,
Latin America & the Caribbean (IDA & IBRD countries),2011,14055.5575,5.462845929,
Timor-Leste,2011,2060.24777,13.49984024,113.49984
Middle East & North Africa (IDA & IBRD countries),2011,11525.3421,5.020099832,
Tonga,2011,5048.27706,6.27075303,106.270753
South Asia (IDA & IBRD),2011,4297.57535,10.25024503,
Sub-Saharan Africa (IDA & IBRD countries),2011,3464.69055,5.366210929,
Trinidad and Tobago,2011,30887.9828,5.107132893,105.107133
Tunisia,2011,10576.0536,3.24002842,103.240028
Turkiye,2011,19799.1157,6.471879671,106.47188
Tuvalu,2011,3221.95636,0.500580743,100.500581
Tanzania,2011,2228.69653,12.69096947,112.690969
Uganda,2011,2259.44289,15.12515394,115.125154
Ukraine,2011,9246.76953,7.955724663,107.955725
Upper middle income,2011,12757.3078,5.279747052,
Uruguay,2011,18002.8938,8.092832063,108.092832
United States,2011,50065.9665,3.156841569,103.156842
Uzbekistan,2011,5844.80756,,
St. Vincent and the Grenadines,2011,10876.4619,3.186031116,103.186031
"Venezuela, RB",2011,17527.7487,26.09021232,126.090212
British Virgin Islands,2011,,,
Virgin Islands (U.S.),2011,,,
Vietnam,2011,5759.91134,18.67773228,118.677732
Vanuatu,2011,2825.15541,0.873793105,100.873793
World,2011,13637.511,4.82239636,
Samoa,2011,5655.13733,5.235415915,105.235416
Kosovo,2011,7780.59446,7.336417713,107.336418
"Yemen, Rep.",2011,3607.09057,19.54356171,119.543562
South Africa,2011,13393.7669,4.99926697,104.999267
Zambia,2011,3323.93762,6.429396811,106.429397
Zimbabwe,2011,2101.82405,3.466129728,103.46613
Aruba,2012,34632.9516,0.627471993,104.970853
Africa Eastern and Southern,2012,3237.87223,9.158707155,
Afghanistan,2012,1914.77423,6.441212809,119.005731
Africa Western and Central,2012,3772.3238,4.578374635,
Angola,2012,7412.96714,10.27790492,125.146088
Albania,2012,10526.2592,2.031592684,105.530382
Andorra,2012,,,
Arab World,2012,16184.7074,4.611844322,
United Arab Emirates,2012,69102.4857,0.6622689,101.545426
Argentina,2012,19641.3529,,
Armenia,2012,9364.3753,2.558020078,110.403717
American Samoa,2012,,,
Antigua and Barbuda,2012,19598.0239,3.376880443,106.95036
Australia,2012,42836.6719,1.762780156,105.12487
Austria,2012,46457.3458,2.485675622,105.853948
Azerbaijan,2012,15957.7189,1.066213397,109.008333
Burundi,2012,690.697692,18.16104531,129.495249
Belgium,2012,42290.7621,2.839663434,106.472045
Benin,2012,2498.49577,6.744682533,109.631314
Burkina Faso,2012,1619.39943,3.818152403,106.683292
Bangladesh,2012,2937.6288,6.217504221,118.321164
Bulgaria,2012,16327.8726,2.954568298,107.299152
Bahrain,2012,50675.621,2.7573967,102.346325
"Bahamas, The",2012,32216.6978,1.97336756,105.235273
Bosnia and Herzegovina,2012,10304.0245,2.05267452,105.799283
Belarus,2012,18105.2867,59.21973602,243.970329
Belize,2012,7313.1978,,
Bermuda,2012,67453.8205,,
Bolivia,2012,5921.64891,4.515602914,114.84641
Brazil,2012,15046.2902,5.40349914,112.398549
Barbados,2012,15310.4327,4.533347539,114.393144
Brunei Darussalam,2012,88245.9583,0.111766261,100.249832
Bhutan,2012,7912.14464,10.91965694,120.734922
Botswana,2012,13091.9801,7.536902611,116.634387
Central African Republic,2012,1102.02753,5.478295943,106.738209
Canada,2012,42290.9654,1.515678231,104.471952
Central Europe and the Baltics,2012,22975.5244,3.334922677,
Switzerland,2012,59933.5987,-0.69255202,99.537195
Channel Islands,2012,,,
Chile,2012,21512.0044,3.007448402,106.449151
China,2012,11168.6973,2.619524326,108.318909
Cote d'Ivoire,2012,3558.63107,1.304511199,106.281028
Cameroon,2012,2958.69262,2.742534075,105.762856
"Congo, Dem. Rep.",2012,669.567443,9.721828063,126.527389
"Congo, Rep.",2012,6335.78575,5.010187731,106.857933
Colombia,2012,12018.6513,3.167325603,106.693161
Comoros,2012,2511.50598,6.314744503,108.273767
Cabo Verde,2012,5818.90306,2.540396442,107.127934
Costa Rica,2012,14321.5184,4.495453144,109.59274
Caribbean small states,2012,15129.4642,2.987662292,
Cuba,2012,,,
Curacao,2012,25284.5767,3.183987463,105.590787
Cayman Islands,2012,62795.9021,1.188948452,102.530143
Cyprus,2012,31834.5176,2.3890541,105.75709
Czech Republic,2012,29254.7313,3.287623066,105.267873
Germany,2012,43359.6148,2.008490922,104.125345
